,charge.t1,charge.t2,charge.t3,charge.t4,charge.t5,charge.t6,charge.t7,charge.t8,charge.rate1,charge.rate2,charge.rate3,charge.rate4,charge.ramp1,charge.ramp2,charge.ramp3,charge.ramp4,charge.ramp5,charge.ramp6,charge.ramp7,charge.ramp8,charge.T0,charge.T1,charge.T2,charge.T3,charge.T4,charge.T5,charge.T6,charge.T7,charge.T_target,charge.iSOC,aging.an_len_expansion,aging.ca_len_expansion,aging.an_void_eps,aging.ca_void_eps,aging.an_i0_factor,aging.ca_i0_factor,aging.el_kappa_factor,aging.an_LiLoss,aging.an_LAM,aging.ca_LAM,aging.SOH
227,61.0714286,95.1428571,159.0738916,162.7980296,211.5722231,234.7980296,308.0837438,454.6551724,5.6,5.8,3.1,2.8,0.1,0.1086953,0.1116667,0.1133594,0.0216667,0.0221051,0.03,0.0348683,299.15,305.2571429,308.960548,316.0995135,316.5216794,317.5784536,318.0918617,320.2904331,331.3813133,0.46,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
228,90.6206897,104.8965517,112.8287551,215.9473992,324.7473992,334.3473992,399.3230089,423.030326,5.8,5.9,4.5,4.1,0.175,0.1694589,0.0766667,0.0744974,0.0416667,0.0495618,0.0216667,0.0157551,284.15,300.0086207,302.4277929,303.0359285,310.7180005,315.2513338,315.7271274,317.1349322,327.0470449,0.35,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
229,87.3191489,100.3404255,174.3975684,257.1975684,510.6975684,740.1975684,887.0775684,915.8775684,4.7,7.0,2.4,2.5,0.115,0.1196176,0.0833333,0.1018414,-0.0014789,-0.0032643,-0.0008234,-0.0006171,296.15,306.1917021,307.7492754,313.9207039,322.3531736,321.978275,321.2291079,321.1081662,318.5669061,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
230,86.88,103.68,183.2023881,193.9486567,299.8310097,311.4780685,434.9066399,853.1923542,7.5,6.7,3.4,2.1,0.1066667,0.0791847,0.075,0.0776675,0.03,0.0292502,0.01,0.0064024,293.15,302.4172,303.7475023,309.7116814,310.5463167,313.7227873,314.0634657,315.2977514,331.0745941,0.14,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
231,44.64,92.16,165.380339,244.0922034,263.3779177,303.2350605,479.8064891,606.663632,7.5,5.9,5.6,2.1,0.2616667,0.2574306,0.06,0.0525909,0.04,0.0416097,0.005,0.006406,294.15,305.8308,318.063904,322.4571243,326.5966517,327.3680803,329.0265227,329.9093798,332.9298067,0.24,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
232,59.2,137.6,144.8,187.28,268.6713043,292.1495652,369.1495652,457.1495652,4.5,5.0,4.6,3.6,0.105,0.1096115,0.0433333,0.0483624,0.04,0.0409855,0.0233333,0.0177236,290.15,296.366,304.9595425,305.2715425,307.3259762,310.5816284,311.5438957,313.3405623,320.2843691,0.41,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
233,51.7183099,58.8169014,141.5403057,167.5828589,250.7101316,260.5283134,342.7022264,354.4413569,7.1,4.7,5.5,4.6,0.1233333,0.1382458,0.0716667,0.0617301,0.0833333,0.0680155,0.04,0.0443712,298.15,304.5285915,305.5099418,311.4384524,313.0460614,319.9733341,320.6411229,323.9280794,326.3709419,0.43,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
234,72.6666667,129.3333333,189.5942029,295.2463768,405.1923228,515.1382687,667.8655414,797.6837232,5.4,4.6,3.7,3.3,0.055,0.0531333,0.0283333,0.0262271,0.0183333,0.0221307,0.0166667,-0.0006416,310.15,314.1466667,317.1575527,318.864944,321.6358948,323.6515705,326.0847561,328.6302106,326.8600833,0.06,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
235,48.0,107.0769231,131.4461538,219.5076923,225.1919028,346.4550607,472.4550607,661.4550607,7.8,6.5,3.8,2.4,0.3166667,0.2874865,0.12,0.114908,-0.0013061,-0.0078639,-0.0050064,-0.0006134,286.15,301.35,318.3338184,321.2581261,331.3771029,331.369679,330.4160814,329.7852761,324.631588,0.17,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
236,124.8510638,182.2978723,211.4155194,252.1802253,338.3230824,394.2516539,468.9183205,660.9183205,4.7,6.8,5.6,2.7,0.05,0.0072678,0.105,0.0035204,0.0057637,0.0049528,0.01,0.0063771,314.15,320.3925532,320.8100633,323.8674162,324.0109252,324.5074289,324.7844322,325.5310989,324.4435029,0.16,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
237,93.0461538,134.0307692,290.0307692,322.0307692,440.0307692,456.0307692,586.2660633,642.3837104,6.5,3.6,3.6,3.4,0.22,0.0150649,0.0166667,0.0201974,0.0193982,0.0116557,0.0166667,-0.0068242,290.15,310.6201538,311.2375825,313.8375825,314.483899,316.7728919,316.9593833,319.1299715,318.1388946,0.21,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
238,95.76,112.32,272.8605405,416.8605405,530.3388014,619.5561927,871.5561927,906.0561927,5.0,3.7,4.6,2.4,0.0916667,0.0907743,0.0333333,0.0274974,0.0783333,0.0013744,0.01,-0.0023271,301.15,309.928,311.4312226,316.782574,320.7422006,329.631331,329.7539523,332.2739523,330.5850155,0.03,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
239,63.0,140.2941176,250.3512605,306.9226891,393.5476891,483.5476891,709.6276891,765.7876891,6.8,3.5,3.2,2.5,0.06,0.035862,0.0383333,-0.0049049,-0.0039365,-0.0027587,-0.0009632,-0.0019535,316.15,319.93,322.7019205,326.9207776,326.6433032,326.3023031,326.0540218,325.8362608,325.7955642,0.17,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
240,22.8292683,115.0243902,143.8243902,192.9152993,218.378714,284.2323725,426.8477571,457.3092956,4.1,5.5,4.1,2.6,0.0216667,0.0175365,0.04,0.0467605,0.0216667,0.0231231,0.0133333,0.010865,317.15,317.6446341,319.2614093,320.4134093,322.7089269,323.2606342,324.783373,326.6849114,332.3068727,0.47,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
241,63.1698113,108.6792453,206.1426599,250.9231477,311.3517192,509.3517192,572.6244464,636.9880828,5.3,4.1,2.8,3.3,0.1466667,0.1546513,0.0216667,-0.004182,0.01,-0.0006132,-0.0007615,0.003238,305.15,314.4149057,321.4530005,323.5647078,323.3774379,323.9817236,323.8603105,323.8121265,322.4343781,0.31,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
242,35.0526316,101.3684211,166.9684211,189.3684211,274.3284211,297.3684211,371.7162471,456.2379863,3.8,4.5,5.0,4.6,0.0183333,0.0198517,0.0266667,0.0293402,0.065,0.0129693,0.0283333,-0.0014953,317.15,317.7926316,319.1091124,320.8584458,321.5156673,327.0380673,327.3368795,329.4434013,327.4933083,0.38,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
243,46.8,65.4,147.8727273,218.5636364,245.5636364,451.0636364,493.9207792,572.7779221,6.0,5.5,2.4,2.1,0.1733333,0.1876812,0.0067627,0.0104273,0.0066667,0.0081668,0.0066667,0.0048318,288.15,296.262,299.7528695,300.3106071,301.0477244,301.2277244,302.9059972,303.1917115,306.9890039,0.38,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
244,94.7368421,173.3684211,254.1847476,293.858217,344.258217,496.4867884,596.0867884,621.2867884,7.6,4.9,3.5,3.0,0.1016667,0.0355207,-0.0141512,-0.0224456,0.0166667,0.0134372,-0.0012814,-0.0010032,309.15,318.7815789,321.574626,320.4309816,319.5404852,320.3804852,322.4260114,322.2983862,321.4109598,0.12,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
245,9.7297297,125.5135135,348.5135135,397.5135135,432.7935135,540.7935135,723.1413396,727.8369918,3.7,3.6,5.0,4.6,0.0516667,0.0532568,0.045,0.0435192,0.0883333,0.0790522,-0.0009074,-0.0006854,300.15,300.6527027,306.818978,316.853978,318.9864196,322.1028196,330.6404594,330.4750005,329.3266441,0.11,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
246,96.1967213,187.6721311,192.8149883,222.529274,253.0377486,348.2241893,416.2241893,646.8908559,6.1,6.3,5.9,2.7,0.1416667,0.005867,0.1233333,0.1195579,0.045,0.0395862,-0.0010515,-0.0014964,288.15,301.7778689,302.314551,302.9488367,306.5014141,307.8742955,311.6423611,311.5708618,310.5738912,0.14,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
247,63.4285714,119.1428571,163.7398721,179.8592751,245.7129336,289.6153726,328.9903726,416.7403726,4.2,6.7,4.1,3.2,0.03,0.0302392,0.0583333,-0.0036245,-0.0002808,0.0092676,0.0133333,-5.2e-06,314.15,316.0528571,317.737613,320.3391056,320.28068,320.2621908,320.6690608,321.1940608,319.3748127,0.46,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
248,119.25,237.375,254.5690299,321.1958955,457.9958955,577.1958955,642.4458955,751.5708955,3.2,6.7,4.5,3.2,0.0533333,0.0576762,0.2083333,0.1835205,-0.0102471,-0.0012458,-0.0019676,-0.0021428,290.15,296.51,303.3229968,306.9050863,319.1324819,317.7306843,317.5821878,317.453799,313.4453791,0.11,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
249,59.7446809,142.4680851,229.3646368,247.3646368,301.7832415,360.3878926,612.3878926,864.3878926,4.7,5.8,4.3,2.0,0.1133333,0.1122941,0.065,0.0693596,0.0533333,0.0025509,0.0004727,-0.0011377,284.15,290.9210638,300.2104159,305.8586918,307.107165,310.0094906,310.1589846,310.2781173,310.5444913,0.18,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
250,56.16,150.48,206.6618182,293.9345455,459.5345455,682.7345455,881.5916883,994.7345455,5.0,6.6,2.0,2.1,0.0833333,0.0590301,0.2266667,0.2358228,0.005,0.004297,0.005,0.0049895,285.15,289.83,295.3977154,308.1322609,328.7131635,329.5411635,330.5002619,331.4945476,333.035481,0.08,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
251,25.1506849,105.5342466,137.2989525,142.0636583,275.679043,315.8328891,472.9237982,574.3783437,7.3,6.8,5.2,3.3,0.07,0.0795433,0.06,0.0621874,0.035,-0.0110786,-0.0023144,-0.0050609,310.15,311.9105479,318.3045256,320.210408,320.5067125,325.183251,324.7384045,324.3748361,324.7328294,0.18,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
252,5.9104478,86.5074627,153.0735004,172.0923683,372.3423683,457.8423683,506.3039068,525.6885222,6.7,5.3,3.2,2.6,0.2333333,0.2212905,0.0366667,-0.0180189,-0.0031892,-0.0053967,0.015,0.0115431,304.15,305.5291045,323.3644594,325.8052141,325.4625151,324.8238705,324.3624541,325.0893772,324.2459964,0.36,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
253,33.1428571,42.2857143,147.8857143,195.0857143,287.0006079,293.1282675,476.2587023,649.9978327,6.3,4.5,4.7,2.3,0.165,0.1787572,0.0029264,0.0009712,0.075,-0.0033379,-0.0010512,-0.0008913,303.15,308.6185714,310.2529231,310.5619548,310.6077958,317.5014129,317.480959,317.2884441,315.5793091,0.33,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
254,146.3225806,156.7741935,170.4884793,284.4884793,304.2884793,502.2884793,672.8971749,727.6797836,3.1,4.2,2.0,2.3,0.0333333,0.0327514,0.0566667,0.0517159,0.0166667,0.0161349,0.0066667,0.005054,287.15,292.0274194,292.369724,293.1468668,299.0424826,299.3724826,302.5671943,303.7045856,314.9531302,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
255,44.8163265,60.9795918,154.8619448,257.214886,538.014886,650.334886,691.0305381,831.9001033,4.9,5.1,2.5,2.3,0.0533333,0.0478255,0.07,0.058239,0.02,-0.0023143,0.0066667,0.0074388,306.15,308.5402041,309.3132209,315.8849856,321.8459214,327.4619214,327.2019838,327.4732882,326.9351626,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
256,15.1578947,62.5263158,141.9380805,167.3498452,239.3498452,322.7498452,449.6069881,483.8927023,5.7,6.8,6.0,2.1,0.17,0.1593326,0.005432,0.0310558,0.0032525,0.0118268,0.005,0.0044188,291.15,293.7268421,301.2741778,301.7055387,302.4947223,302.7289006,303.7152583,304.349544,311.5700588,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
257,78.1714286,92.5714286,145.0714286,280.0714286,361.2807309,521.1877076,652.0967986,677.4604349,7.0,4.8,4.3,4.4,0.0633333,0.0147344,0.03,0.0405669,-0.0134424,-0.0038642,-0.0004168,-0.0005197,314.15,319.1008571,319.3130328,320.8880328,326.3645666,325.2729181,324.6550018,324.6004437,320.9264528,0.04,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
258,15.2307692,38.7692308,101.239819,170.5927602,281.0755188,377.903105,453.386976,595.0643953,5.2,6.8,2.9,3.1,0.04,0.0336086,0.06,0.0422426,0.0116667,0.0127549,0.0133333,0.0129728,310.15,310.7592308,311.5503244,315.2985597,318.2282054,319.5171709,320.7521996,321.7586512,322.6388988,0.29,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
259,52.8,168.0,295.6363636,375.0,433.5,460.5,742.8157895,833.7631579,3.0,4.4,4.0,3.8,0.04,0.0421114,0.025,0.0296319,0.045,0.0499774,0.0014897,0.0017745,296.15,298.262,303.1132318,306.3041409,308.6558353,311.2883353,312.6377252,313.0582988,314.5231263,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
260,33.2307692,127.3846154,138.5118881,235.3846154,535.3846154,603.956044,844.9995222,893.5212613,5.2,5.5,2.1,2.3,0.1416667,0.1473789,0.04,0.0470401,-0.0010193,-0.0012275,-0.0015885,-0.0022124,293.15,297.8576923,311.7339808,312.1790717,316.735978,316.4301772,316.346005,315.9631014,314.1676627,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
261,38.7,63.0,118.0588235,129.7058824,153.1841432,445.8797954,611.1525227,923.6979772,4.0,6.8,2.3,2.2,0.0783333,0.0714056,0.06,0.044608,0.01,0.010534,0.0066667,0.007265,303.15,306.1815,307.9166561,311.2201855,311.7397373,311.9745199,315.0577631,316.1595813,323.6616456,0.26,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
262,58.4415584,94.9090909,105.986014,170.2321678,206.9380502,262.7027561,358.1027561,660.5027561,7.7,6.5,5.1,2.0,0.3083333,0.3013768,0.055,0.0516988,0.0333333,0.0226267,0.005,0.00564,290.15,308.1694805,319.1599484,319.7691792,323.0906268,324.3141562,325.5759298,326.0529298,330.9582299,0.26,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
263,18.295082,72.5901639,164.1691113,244.3796376,266.2619906,290.2619906,438.6256269,564.0801724,6.1,5.7,5.1,3.3,0.1,0.1008404,0.0108882,0.02256,0.035,0.0485437,-0.0062383,-0.0069214,312.15,313.9795082,319.4546484,320.4517787,322.2613302,323.0272125,324.1922607,323.2667203,322.4326736,0.24,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
264,113.6842105,147.7894737,226.9894737,279.1894737,461.5120543,553.2539898,823.9739898,884.4539898,3.8,6.0,3.1,2.5,0.0733333,0.07071,0.1033333,0.1012626,0.0133333,0.019965,0.01,0.0103319,293.15,301.4868421,303.8984259,312.0824259,317.3683317,319.7992994,321.630926,324.338126,327.6316728,0.11,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
265,82.5,185.25,251.7954545,378.3409091,397.2882775,504.0251196,537.8433014,762.5705742,4.8,3.3,5.7,3.3,0.0983333,0.0928956,-0.0019482,-0.0038944,-0.0154893,0.0090097,-0.0018384,-0.001348,310.15,318.2625,327.8075265,327.6778823,327.1850602,326.8915794,327.8532503,327.7910775,324.8759735,0.09,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
266,35.4782609,57.3913043,103.3913043,152.057971,180.257971,219.257971,315.257971,400.9722567,6.9,5.4,6.0,2.1,0.0883333,0.0834443,0.0983333,0.0965941,0.0466667,0.0525838,0.0066667,-0.000883,302.15,305.283913,307.1124315,311.6357648,316.336676,317.652676,319.7034446,320.3434446,318.7471334,0.48,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
267,42.6122449,52.1632653,185.7996289,196.1632653,306.829932,404.1632653,481.0723562,744.5269017,4.9,6.6,2.7,2.2,0.105,0.0989126,0.0110465,0.020661,0.01,0.0144505,0.0066667,0.010856,312.15,316.6242857,317.5690023,319.0452203,319.2593429,320.3660096,321.7725221,322.2852493,329.3489257,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
268,17.5135135,96.3243243,219.6243243,323.1243243,347.9970516,416.7243243,474.8152334,486.2697789,3.7,4.0,5.5,4.4,0.0666667,0.0659019,0.0383333,0.0398721,0.15,0.018999,0.025,-0.0019717,288.15,289.3175676,294.5113495,299.2378495,303.3646097,307.0955188,308.4012658,309.8535386,308.1070887,0.37,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
269,62.1818182,162.0,185.2615385,230.6769231,352.4641571,396.889689,412.5819967,517.812766,4.4,6.5,4.7,3.9,0.0816667,0.0936001,0.055,0.0751534,0.0283333,0.0198465,0.02,0.0258578,291.15,296.2281818,305.5711785,306.8505631,310.2636848,313.7143231,314.5960134,314.9098596,329.9350713,0.28,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
270,128.25,203.625,318.2372449,407.1352041,513.8938248,580.9283075,688.9283075,810.2616409,3.2,4.9,2.9,2.7,0.025,0.0289626,0.0316667,0.0006826,0.0116667,0.0112008,-0.0057343,-0.0006804,304.15,307.35625,309.5393039,313.1686917,313.2293735,314.4748907,315.2257319,314.6064306,314.1653061,0.18,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
271,68.6769231,146.7692308,244.0665281,283.95842,407.3869914,544.5298485,607.95842,751.95842,6.5,3.7,2.1,2.1,0.1566667,-0.0105984,-0.0005287,0.0023625,-0.0024362,-0.0034431,-0.0016506,-0.0015132,316.15,326.9093846,326.0817348,326.0302897,326.1245362,325.8238417,325.3516418,325.2469496,324.8953609,0.27,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
272,76.4307692,85.2923077,152.4923077,289.2923077,321.6923077,390.0923077,435.3230769,509.1692308,6.5,4.5,4.0,3.9,0.1633333,0.1534878,0.085,0.0725327,0.02,0.0299172,0.02,0.014866,292.15,304.6336923,305.9938303,311.7058303,321.6283019,322.2763019,324.3226356,325.227251,325.028208,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
273,87.1875,124.3125,199.125,237.375,250.0808824,262.7867647,271.5435215,401.9218998,6.4,6.4,3.4,3.7,0.165,0.001386,0.0203717,0.0309286,0.0533333,0.0507684,0.0716667,0.0765706,288.15,302.5359375,302.5873938,304.1114541,305.2944741,305.9721211,306.6171788,307.2447464,310.5065388,0.36,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
274,63.7377049,194.7540984,316.5188042,345.6364513,354.6364513,418.9221656,458.0526004,541.0091221,6.1,6.8,2.8,2.3,0.05,0.0434115,0.06,0.0100919,0.01,0.0101929,0.0066667,0.0085867,314.15,317.3368852,323.0245062,330.3303886,330.6242408,330.7142408,331.3695013,331.6303708,332.4795202,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
275,45.6923077,67.1538462,170.7636023,265.5928705,277.3746887,370.9746887,422.7246887,502.9746887,5.2,4.1,5.5,4.8,0.1416667,0.151031,0.025,0.0311285,0.0683333,0.0768786,-0.0027375,-0.0171532,288.15,294.6230769,297.8644338,300.4546777,303.406568,304.2116589,311.4074951,311.2658289,308.460191,0.29,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
276,34.1538462,116.3076923,290.1613508,406.0637899,452.1887899,583.8137899,647.9877029,863.9877029,7.8,4.1,3.2,2.3,0.165,0.1343056,0.05,0.0562867,0.0133333,0.0097607,0.0066667,0.0071912,288.15,293.7853846,304.8191045,313.5117874,320.0355538,320.6505538,321.9353003,322.3631264,325.806464,0.03,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
277,136.3404255,161.6170213,213.8523154,266.0876095,296.1967004,365.5785186,471.6325727,627.3082483,4.7,5.1,5.5,3.7,0.06,0.0661443,0.085,0.0792663,0.04,0.0232475,-0.0015793,-0.0005506,302.15,310.3304255,312.0023271,316.4423271,320.5828251,321.7871887,323.4001428,323.2326553,323.1445391,0.17,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
278,27.0,72.0,101.1428571,156.8571429,181.1814672,229.8301158,309.0301158,397.8301158,6.8,4.2,3.7,3.0,0.06,0.0470927,0.0233333,0.0212701,0.025,0.0193557,0.0233333,0.0227738,317.15,318.77,320.8891707,321.5691707,322.7542163,323.3623244,324.303952,326.151952,328.0622675,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
279,19.44,63.36,70.7717647,147.0070588,156.1706952,234.0616043,248.6330328,405.4901757,5.0,3.4,5.5,4.2,0.0333333,0.0497595,0.015,0.0151588,0.065,0.0677931,0.0233333,0.0170802,316.15,316.798,318.9834386,319.094615,320.2502518,320.8458882,326.1263505,326.4663505,329.4256141,0.45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
280,56.5714286,108.0,135.5744681,218.2978723,255.4978723,306.4978723,335.9524178,442.3160542,4.2,4.7,6.0,2.2,0.0383333,0.0541549,0.07,0.0745134,0.0466667,0.0423175,0.0066667,0.003323,297.15,299.3185714,302.1036784,304.0338911,310.1978913,311.9338913,314.0920831,314.2884467,322.093638,0.45,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
281,132.0,219.0,278.1428571,377.5714286,535.9714286,606.7714286,798.7714286,874.2,3.6,4.2,3.0,2.1,0.0683333,0.067298,0.0833333,0.0747123,0.0233333,0.0249038,0.02,0.0194766,284.15,293.17,299.0249287,303.9535001,311.3820326,315.0780326,316.8412249,320.6812249,328.0471287,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
282,137.1428571,186.0,254.0869565,310.4347826,352.8963211,575.3578595,651.7214959,812.0851323,4.2,4.6,3.9,3.3,0.0233333,0.0284284,0.0283333,-0.0097733,0.0216667,0.017883,-0.004428,-0.0005846,312.15,315.35,316.7389282,318.6680587,318.1173554,319.0373554,323.0156388,322.6775038,318.5642029,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
283,32.1428571,37.2857143,63.8120301,167.075188,213.3609023,379.6466165,571.6466165,726.1466165,5.6,3.8,2.1,2.4,0.1266667,0.1156598,0.0216667,0.022144,0.005,0.0055019,-0.0007497,-0.0011217,309.15,313.2214286,313.8162506,314.3909874,316.6776498,316.9090783,317.8239649,317.680019,316.7938279,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
284,56.4324324,89.5135135,117.1414205,176.583281,237.9950457,266.583281,316.983281,387.9547095,7.4,4.3,3.4,3.5,0.1933333,0.2171629,0.08,0.0838469,0.03,-0.0001865,-0.0014564,0.0027092,296.15,307.0602703,314.2442551,316.4544876,321.4385035,323.2808564,323.2755246,323.2021202,321.4177212,0.46,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
285,28.5194805,45.3506494,71.0649351,169.8077922,315.1411255,388.4744589,519.3835498,665.0199134,7.7,3.5,2.7,2.2,0.295,0.2821593,0.02,0.0170587,0.02,0.0185981,0.0116667,-0.0016378,288.15,296.5632468,301.3123174,301.8266031,303.5110259,306.4176925,307.7815553,309.3088281,308.3372194,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
286,13.4117647,88.2352941,164.625538,173.4060258,280.7393592,310.0726925,409.7650002,617.4573079,5.1,4.1,5.4,3.9,0.0566667,0.0622124,0.0266667,0.0254289,0.1516667,0.0018235,0.02,0.0216617,287.15,287.91,292.5649483,294.6020214,294.8253,311.1041889,311.1576781,313.1515243,323.9337169,0.19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
287,5.4,16.8,43.9384615,116.4923077,241.978022,356.1494505,521.2528988,578.3563471,6.0,6.5,3.5,2.9,0.0633333,0.0510867,0.0866667,0.0698094,0.0233333,0.0209582,0.0183333,-0.0019722,302.15,302.492,303.0743882,305.4263882,310.4913259,313.4193259,315.812151,318.8390475,318.5650661,0.33,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
288,82.8,190.8,251.2067797,271.9525424,309.9525424,360.9525424,437.8174072,594.4660559,6.0,5.9,3.6,3.7,0.1866667,0.017118,0.0251617,0.0183378,0.03,0.0238219,0.0383333,-0.0003202,287.15,302.606,304.4547442,305.9746834,306.3551158,307.4951158,308.7100337,311.6565202,311.1698241,0.17,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
289,97.4634146,174.7317073,200.6728838,207.5552367,233.862929,357.0936983,527.0136983,660.9336983,4.1,6.8,2.6,2.5,0.065,0.0655386,0.1233333,0.0199631,0.0316667,0.0324679,-0.0010643,-0.0009038,293.15,299.485122,304.5491777,307.7485894,307.8859822,308.7190591,312.7201054,312.5392611,308.6276395,0.37,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
290,80.2105263,146.5263158,181.8834586,233.9548872,302.2048872,390.7048872,491.7818103,656.5510411,5.7,5.6,4.8,2.6,0.065,0.0510782,0.04,0.0290458,0.03,0.0248307,0.0083333,0.0102898,310.15,315.3636842,318.7509745,320.1652602,321.6777157,323.7252157,325.9227368,326.7650445,329.4651587,0.18,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
291,122.0,246.0,297.8181818,367.0909091,450.1113173,482.4378479,675.2120414,682.1797834,5.4,6.6,4.9,3.1,0.045,0.0435583,0.1416667,0.0074879,0.0144125,0.0192532,0.0026104,0.0021096,301.15,306.64,312.0412267,319.3821358,319.9008457,321.0973749,321.719763,322.2229888,322.7228399,0.03,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
292,47.3684211,117.0,119.9387755,173.5714286,263.5714286,376.0714286,460.6714286,511.0714286,7.6,4.9,4.0,4.0,0.075,0.0218174,0.0316667,0.0253645,0.02,0.0228423,0.0157303,0.0177209,317.15,320.7026316,322.2218145,322.3148757,323.6752392,325.4752392,328.0449955,329.3757809,330.5493124,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1
